Fiscal Year,Employer,Total Approval,NAICS
2022,ALTIUM LLC,4,51
2022,ALTIUS INST FOR BIOMEDICALSCIENCES,21,54
2022,ALTIUS TECHNOLOGIES INC,11,54
2022,ALTIVIA INVESTMENTS LLC,13,32
2022,ALTMAN & AN LLP,2,54
2022,ALTMAN-GLENEWINKEL CONSTRUCTION LLC,5,23
2022,ALTO NEUROSCIENCE INC,34,99
2022,ALTO PHARMACY LLC,18,44
2022,ALTOMNI CORP,3,54
2022,ALTOP ENERGY LLC,2,56
2022,ALTOS LABS INC,21,54
2022,ALTPLUS LLC,17,54
2022,ALTRAN ENGINEERING SOLUTIONS INC,18,54
2022,ALTRAN SOFTWARE U S INC,13,54
2022,ALTRIA CLIENT SERVICES LLC,16,54
2022,ALTRON AUTOMATION GROUP INC,24,33
2022,ALTRU HEALTH SYSTEM,9,62
2022,ALTRUIST CORP D B A ALTRUIST,32,54
2022,ALTRUISTA HEALTH INC,24,51
2022,ALTUDO LLC F K A EDYNAMICS LLC,26,54
2022,ALTURA CENTERS FOR HEALTH,21,99
2022,ALTURAS PREPARATORY ACADEMY,6,61
2022,ALTUS ENTERPRISES INC,31,54
2022,ALTUS GROUP US INC,30,53
2022,ALTUS POWER AMERICA MANAGEMENT LLC,100,22
2022,"ALUBAR METALS MISSOURI, LLC",26,33
2022,ALUCIO INC,68,54
2022,ALUDYNE INC,30,33
2022,ALUMINUM PRECISION PRODUCTS INC,5,33
2022,ALUMNI VENTURES SERVICES COMP LLC,39,52
2022,ALVA MADISON INC DBA PEPPER TWINS,12,72
2022,ALVA10 INC,5,54
2022,ALVAMED INC,24,54
2022,ALVAND SOLUTIONS LLC,8,54
2022,ALVAREZ & MARSAL TAXAND LLC,34,54
2022,ALVAREZ & MARSAL VALUATION SERVICE,7,54
2022,ALVAREZ MARSAL CORPORATE PERFORMANCE IMPROVEMENT LLC,6,54
2022,ALVAREZ MARSAL DATA INTELLIGENCE GATEWAY LLC,49,54
2022,ALVAREZ MARSAL DISPUTES AND INVESTIGATIONS LLC,1,54
2022,ALVAREZ MARSAL PRIVATE EQUITY,12,54
2022,ALVAREZ MARSHAL HEALTHCARE INDUSTRY GROUP LLC,157,54
2022,ALVEO TECHNOLOGIES INC,13,33
2022,ALVIN AILEY DANCE FOUNDATION INC,132,71
2022,ALVIN FAMILY DENTAL PLLC,10,62
2022,ALVOGEN PINE BROOK INC,47,32
2022,ALWAYS ABOUT EXPRESS,6,48
2022,ALWAYSAI INC,103,51
2022,ALYCE INC,35,54
2022,AM DISTRIBUTING LLC,29,99
2022,AM LOGIC CORPORATION,10,54
2022,AM NS CALVERT LLC,7,33
2022,AMA CONSULTING ENGINEERS PC,13,54
2022,AMADEUS GLOBAL OPS AMERICAS INC,49,51
2022,AMADEUS HOSPITALITY AMERICAS INC,26,51
2022,AMADEUS NORTH AMERICA INC,392,51
2022,AMADOR BIOSCIENCE INC,65,99
2022,AMAEYAA TECHNOLOGIES INC,15,54
2022,AMALGAMATED TOKEN SERVICES INC DBA COINLIST,25,52
2022,AMANDA MANUFACTURING LLC,7,33
2022,AMANDEEP KAUR DDS PC DBA WEBSTER,35,62
2022,AMANE ADVISORS NORTH AMERICA CORP,15,54
2022,AMANI ENGINEERING INC,3,54
2022,AMAR ATWAL MD PC ATWAL EYE CARE,13,62
2022,AMAREX CLINICAL RESEARCH LLC,44,54
2022,AMARIN PHARMA INC,11,32
2022,AMASS BRANDS INC,34,31
2022,AMASS GLOBAL NETWORK US INC,13,48
2022,AMAX ENGINEERING CORPORATION,17,33
2022,AMAZECH SOLUTIONS LLC,38,54
2022,AMAZEE GLOBAL VENTURES INC,15,54
2022,AMAZING COMMUNITY PHARMACY LLC,4,44
2022,AMAZING VITAMINS LLC,8,42
2022,AMAZON ADVERTISING LLC,114,45
2022,AMAZON COM SERVICES LLC,26,45
2022,AMAZON DATA SERVICES INC,447,51
2022,AMAZON DEVELOPMENT CENTER US INC,1449,45
2022,AMAZON MECHANICAL TURK INC,28,99
2022,AMAZON PAYMENTS INC,3095,45
2022,AMAZON REGISTRY SERVICES INC,8,45
2022,AMAZON ROBOTICS LLC,36,45
2022,AMAZON STUDIOS LLC,25,45
2022,AMAZON WEB SERVICES INC,24,99
2022,AMAZON.COM SERVICES LLC,214,99
2022,AMAZON.COM SERVICES LLC F/K/A AMAZON.COM SERVICES INC,57,45
2022,AMAZON.COM SVCS LLC F/K/A AMAZON.C,6,45
2022,AMAZON.COM.CA INC,9,45
2022,AMBATA SERVICES INC,872,54
2022,AMBC USA LLC,89,52
2022,AMBER COURT AT HOME,526,62
2022,AMBER HOME HEALTH CARE INC,5,62
2022,AMBER INDIA COMMERCIAL INC,14,72
2022,AMBER INDIA CORPORATION,187,72
2022,AMBER KINETICS INC,41,54
2022,AMBER LIGHT CAREER CONSULTING LLC,7,61
2022,AMBER SERVICES NA LLC,32,56
2022,AMBERLEAF PARTNERS INC,4,54
2022,AMBI ROBOTICS INC,42,54
2022,AMBIENT AI INC,20,54
2022,AMBIOPHARM INC,33,32
2022,AMBIQ MICRO INC,10,33
2022,AMBIT RD INC,128,54
2022,AMBRX INC,7,54
2022,AMBRY GENETICS CORP,6,54
2022,AMBULNZ HOLDINGS LLC,36,62
2022,AMC NETWORKS LATIN AMERICA LLC,24,51
2022,AMC TECHNOLOGY LLC,5,51
2022,AMCAN GLOBAL INC DBA STAR RAGS USA,5,42
2022,AMCAN TOP CONSULTING GRP INC,16,54
2022,AMCOR FLEXIBLES NORTH AMERICA INC,24,32
2022,AMCOR RIGID PACKAGING USA LLC,9,32
2022,AMCREST INDUSTRIES LLC,16,42
2022,AMDA SOFTWARE SOLUTIONS,7,54
2022,AMDOCS INC,89,54
2022,AME INC,15,23
2022,AMEDISYS HOLDING LLC,65,62
2022,AMEDITECH INC AN ABBOTT LABORATORIES COMPANY,37,32
2022,AMEEX TECHNOLOGIES CORP,4,54
2022,AMEKOR INDUSTRIES INC,6,99
2022,AMELIA US LLC,46,54
2022,AMERANT BANK N A,13,52
2022,AMEREAM LLC,144,53
2022,AMEREN SERVICES COMPANY,37,22
2022,AMERI AND PARTNERS INC DBA,27,54
2022,AMERICA FIRST CREDIT UNION,19,52
2022,AMERICA KNITS LLC,23,31
2022,AMERICA TO GO LLC DBA ATG FINANCIAL TECHNOLOGIES,49,54
2022,AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY FOUNDATION INC,19,81
2022,AMERICAN ACADEMY OF PAS AAPA,79,81
2022,AMERICAN ACADEMY TRAD CHINESE MED,10,62
2022,AMERICAN ADDICTION CENTERS,32,62
2022,AMERICAN ADVISORS GROUP,2,52
2022,AMERICAN AIRLINES INC,206,48
2022,AMERICAN ALUMINUM EXTRUSION CO LLC,102,99
2022,AMERICAN ANESTHESIOLOGY ASSO OF IL,12,62
2022,AMERICAN ANESTHESIOLOGY OF VIRGINIA P C,12,62
2022,AMERICAN APPLIANCE PRODUCTS LLC,6,44
2022,AMERICAN ART INSTITUTE IN SAN FRANCISCO LLC,4,61
2022,AMERICAN ASSET CORPORATION COMPANIES LTD,8,53
2022,AMERICAN ASSN OF STATE COLLEGES &,1,81
2022,AMERICAN ASSOC INSURANCE SVCS AAIS,19,52
2022,AMERICAN ASSOCIATION OF MOTOR VEHICLE ADMINISTRATORS,9,81
2022,AMERICAN AUTO BANKERS INC,57,52
2022,AMERICAN AXLE MANUFACTURING INC,57,33
2022,AMERICAN BANCARD LLC,1,54
2022,AMERICAN BANKERS INS COMPANY OF FL,114,52
2022,AMERICAN BANKERS INSURANCE COMPANY,31,52
2022,AMERICAN BEAR LOGISTICS CORP,10,54
2022,AMERICAN BEVERAGE DEPOT LLC,5,31
2022,AMERICAN BOARD OF PODIATRIC SURGERY INC DBA AMERICAN BOARD OF FOOT AND ANKLE SURGERY INC,17,81
2022,AMERICAN BRIDGE COMPANY,4,23
2022,AMERICAN BUREAU OF SHIPPING,72,54
2022,AMERICAN BUSINESS INSTITUTE CORP,15,62
2022,AMERICAN CANCER SOCIETY INC,11,81
2022,AMERICAN CAR LIFT SERVICE LLC,16,23
2022,AMERICAN CHINESE MUSEUM FOUNDATION,6,71
2022,AMERICAN CHROME CHICAGO COMPANY,290,52
2022,AMERICAN CLADDING TECHNOLOGIES  INC,28,33
2022,AMERICAN CLOUD SERVICES LLC,159,54
2022,AMERICAN COLLEGE EDUCATION INC,23,61
2022,AMERICAN COLLEGE OF RADIOLOGY,52,54
2022,AMERICAN CONSULTING GROUP INC,19,54
2022,AMERICAN CONSULTING SOLUTIONS INC,12,54
2022,AMERICAN CONTRACTING & SERVICES IN,65,54
2022,AMERICAN CORPORATE SERVICES INC,12,56
2022,AMERICAN CORPORATE SVCS LAW OFFICES INC,7,54
2022,AMERICAN COUNCIL FOR AN ENERGY EFF,18,54
2022,AMERICAN CREDIT ACCEPTANCE LLC,42,52
2022,AMERICAN CRICKET ACADEMY AND CLUB,9,71
2022,AMERICAN CRICKET ENTERPRISE DBA MAJOR LEAGUE CRICKET,6,81
2022,AMERICAN CUSTOMER SATISFACTION,6,54
2022,AMERICAN CYBERSYSTEMS INC,60,54
2022,AMERICAN DENTAL CARE OF DOVER LLC,7,62
2022,AMERICAN DENTAL DESIGNS INC,8,33
2022,AMERICAN DENTAL MANAGEMANT PC,15,99
2022,AMERICAN DENTAL SOLUTIONS PC,15,62
2022,AMERICAN DESIGNERS CORP,13,54
2022,AMERICAN EAGLE OUTFITTERS INC,243,44
2022,AMERICAN ECONOMIC LIBERTIES PROJECT,51,54
2022,AMERICAN EDU AND TRANS SVCS CORP,27,54
2022,AMERICAN ENGINEERS,29,54
2022,AMERICAN ENGINEERS GROUP LLC,9,54
2022,AMERICAN ENTERPRISE INSTITUTE FOR,23,54
2022,AMERICAN ENTERPRISE INVESTMENT,43,52
2022,AMERICAN ENTERPRISE SERVICES COMPANY,6,52
2022,AMERICAN EQUITY INVESTMENT LIFE IN,10,52
2022,AMERICAN EXCHANGE TIME LLC,107,31
2022,AMERICAN EXPRESS COMPANY,140,52
2022,AMERICAN EXPRESS NATIONAL BANK,17,52
2022,AMERICAN EXPRESS TRAVEL RELATED,897,52
2022,AMERICAN FAMILY LIFE ASSURANCE COM,77,52
2022,AMERICAN FAMILY MUTUAL INSURANCE,436,52
2022,AMERICAN FEDERATION OF RAMALLAH PA,10,81
2022,AMERICAN FIDELITY ASSURANCE COMPAN,45,52
2022,AMERICAN FIRST FINANCE INC,34,52
2022,AMERICAN FOODS LLC,4,42
2022,AMERICAN FUNDS DISTRIBUTORS INC,66,52
2022,AMERICAN FUTURE TECHNOLOGY CORP,53,33
2022,AMERICAN GEAR ENGINEERING COMPANY INC,35,33
2022,AMERICAN GEM SOCIETY,10,81
2022,AMERICAN GENERAL LIFE INSURANCE CO,114,52
2022,AMERICAN GENERAL LOGISTICS INC,31,48
2022,AMERICAN GEOTECHNICS,4,54
2022,AMERICAN GREETINGS CORPORATION,107,51
2022,AMERICAN HEALTH & REHAB LLC,5,62
2022,AMERICAN HEALTH FORMULATIONS INC,29,32
2022,AMERICAN HEAVY PLATE SOLUTIONS LLC,7,33
2022,AMERICAN HONDA MOTOR CO INC,39,99
2022,AMERICAN HYDROSTATICS DISTRIBUTION INC,51,81
2022,AMERICAN IMAGING MANAGEMENT INC,53,52
2022,AMERICAN IND CONSTRUCTION LLC,9,99
2022,AMERICAN INDUSTRIAL PLASTICS LLC,4,32
2022,AMERICAN INFORMATION TECH CORP,133,54
2022,AMERICAN INFOSYS INC,12,54
2022,AMERICAN INST ECONOMIC RESEAR,15,54
2022,AMERICAN INSTITUTES FOR RESEARCH,413,54
2022,AMERICAN INTEGRITY INSURANCE COMPA,12,52
2022,AMERICAN INTERNATIONAL FINANCIAL AND INSURANCE MARKETING INC,118,52
2022,AMERICAN INTL PUTI BODHI DHARMA SO,26,81
2022,AMERICAN IT INC,33,54
2022,AMERICAN IT MINDS INC,38,54
2022,AMERICAN IT RESOURCE GROUP INC,10,54
2022,AMERICAN IT SOLUTIONS INC,60,54
2022,AMERICAN IT TECH LLC,44,54
2022,AMERICAN LEATHER OPERATIONS LLC,59,31
2022,AMERICAN LIGHTING INC,83,33
2022,AMERICAN MEIZHOU DONGPO IRVINE INC,22,56
2022,AMERICAN METAL TECHNOLOGIES LLC,12,33
2022,AMERICAN MITSUBA CORPORATION,3737,33
2022,AMERICAN MULTI CINEMA INC,19,51
2022,AMERICAN MUSEUM OF NATURAL HISTORY,143,71
2022,AMERICAN MUSICAL SUPPLY,3,45
2022,AMERICAN NATIONAL INSURANCE COMPAN,22,52
2022,AMERICAN NUMISMATIC SOCIETY,4,71
2022,AMERICAN ONCOLOGIC HOSP D/B/A FOX,25,54
2022,AMERICAN PACIFIC GRP L P,22,52
2022,AMERICAN PHYSICAL SOCIETY,161,54
2022,AMERICAN PLANNING ASSOCIATION,32,92
2022,AMERICAN PLASTIC INDUSTRIES,31,42
2022,AMERICAN PORTWELL TECHNOLOGY INC,37,42
2022,AMERICAN PRECIOUS METALS EXCHANGE INC,7,42
2022,AMERICAN PRECISION INDUSTRIES INC,20,33
2022,"AMERICAN PROCESS MANAGEMENT, LLC",13,54
2022,AMERICAN PRODUCTS INCORPORATED,9,33
2022,AMERICAN PROGRAMMING CO LLC,19,51
2022,AMERICAN PSYCHIATRIC ASSOCIATION,18,81
2022,AMERICAN PSYCHOLOGICAL ASSN,9,54
2022,AMERICAN PUBLIC EDUCATION INC,48,61
2022,AMERICAN REAL ESTATE PARTNERS MANAGEMENT LLC,207,52
2022,AMERICAN REGENT INC,17,32
2022,AMERICAN RESIDENTIAL SERVICES LLC,37,23
2022,AMERICAN SECURITIES LLC,43,52
2022,AMERICAN SHIZUKI CORPORATION,19,33
2022,AMERICAN SIGNATURE INC,6,44
2022,AMERICAN SILK INC,4,45
2022,AMERICAN SMILES PC,21,62
2022,AMERICAN SOCIETY FOR ENGRG ED,5,81
2022,AMERICAN SOCIETY FOR TESTING & MAT,76,54
2022,AMERICAN SOFTWARE RESOURCES INC,11,54
2022,AMERICAN SPECIALTY HEALTH INCORPOR,24,52
2022,AMERICAN SPECIALTY PHARMACY INC DBA ASP CARES,25,44
2022,AMERICAN SPIRIT CORPORATION,6,54
2022,"AMERICAN SPRAYTECH, LLC",14,56
2022,AMERICAN STAFFING LLC,38,54
2022,AMERICAN STOCK TRANSFER TRUST CO,37,52
2022,AMERICAN STRUCTURAL ENGINEERING PC,36,54
2022,AMERICAN STRUCTUREPOINT INC,6,54
2022,AMERICAN SYSTEM INTEGRATORS,11,56
2022,AMERICAN TECH VISION SOLUTIONS LLC,32,54
2022,AMERICAN TECHNOLOGY CONNEXIONS INC,16,54
2022,AMERICAN TECHNOLOGY CONSULTING LLC,11,54
2022,AMERICAN TECHNOLOGY LABS INC,20,54
2022,AMERICAN TECHNOLOGY SERVICES LLC,10,54
2022,AMERICAN TELECOMMUNICATIONS INC,3,51
2022,AMERICAN TERRY MILL LLC,65,31
2022,AMERICAN TEXTILE COMPANY INC,90,31
2022,AMERICAN TIRE DISTRIBUTORS INC,31,42
2022,AMERICAN TOURS INTL LLC,29,56
2022,AMERICAN TOWER CORPORATION,46,99
2022,AMERICAN TRAILER WORLD CORP,3,33
2022,AMERICAN UNIT INC,44,54
2022,AMERICAN UNIV,16,61
2022,AMERICAN WATER WORKS SERVICE COMPANY INC,37,22
2022,AMERICAN WELL CORPORATION,12,51
2022,AMERICAN WIRE GROUP LLC,10,42
2022,AMERICAN ZHONGYOUHUATONG OIL COMPANY LTD,109,42
2022,AMERICANPRECISION ASSEMBLERS INC,25,33
2022,AMERICARIVE LLC,2,23
2022,AMERICAS COLLECTIBLES NETWORK IN,30,51
2022,AMERICAS GENERATORS INC,15,42
2022,AMERICLOUD SOLUTIONS INC,43,54
2022,AMERICLOUD TELECOM SOLUTIONS LLC,10,54
2022,AMERICO ENERGY RESOURCES LLC,98,21
2022,AMERICOR FUNDING INC,9,54
2022,AMERIDRIVES INTERNATIONAL LLC,10,33
2022,AMERIFORGE GROUP INC D B A AFGLOBA,24,33
2022,AMERIFORGE GROUP INC DBA AFGLOBAL,12,33
2022,AMERIGAS PROPANE INC,14,22
2022,AMERIHEALTH CARITAS SERVICES LLC,14,52
2022,AMERIHOME MORTGAGE COMPANY LLC,29,52
2022,AMERIINFO INC,2,54
2022,AMERILAND BROOK LLC,59,54
2022,AMERIPARK LLC,10,81
2022,AMERIPRISE FINANCIAL SERVICES LLC,37,52
2022,AMERISOFT CORPORATION,20,54
2022,AMERISOFTPRO SYSTEMS LLC,38,54
2022,AMERISOURCEBERGEN CORPORATION,52,42
2022,AMERISTAR STAFFING INC,29,56
2022,AMERIT FLEET SOLUTIONS INC,58,81
2022,AMERITAS LIFE INSURANCE CORP,24,52
2022,AMERITEAM SERVICES LLC,9,62
2022,AMERITECH GLOBAL INC,23,54
2022,AMERITEK GLOBAL INC,21,54
2022,AMERLUX LLC,56,33
2022,AMES CONSTRUCTION INC,7,99
2022,AMES INDUSTRIES INC,86,33
2022,AMES TOOLS CORPORATION,13,53
2022,AMESON USA PACKAGING INC,9,32
2022,AMETEK INC,52,33
2022,AMETEK MAGNETROL USA LLC,37,33
2022,AMETEK PROGRAMMABLE POWER,10,33
2022,AMEX SYSTEMS INC,107,54
2022,AMF AUTOMATION TECHNOLOGIES LLC,52,33
2022,AMF BOWLING CENTERS INC,8,71
2022,AMG SOUTHERN TN LLC,12,62
2022,AMGEN INC,88,54
2022,AMHEART SOLUTIONS,16,54
2022,AMHERST PIERPONT SECURITIES LLC,40,52
2022,AMHERST VIVI LLC DBA VIVI BUBBLE TEA,32,72
2022,AMI PARIS USA INC,2,44
2022,AMI SHAH CPA,15,54
2022,AMI U S HOLDINGS INC DBA AMI,486,54
2022,AMICUS GLOBAL IT INCORPORATED,13,54
2022,AMICUS SYSTEMS INC,7,54
2022,AMICUS THERAPEUTICS INC,8,32
2022,AMIN KOTADIA CPA PC,25,54
2022,AMIND SOLUTIONS LLC,12,54
2022,AMINO INC,13,54
2022,AMIR & ASSOCIATES INC,12,23
2022,AMIRA LEARNING INC,15,51
2022,AMISTAD INDUSTRIES INC,30,53
2022,AMISTAD TECHNOLOGIES INC,23,54
2022,AMISTCO SEPARATION PRODUCTS INC DBA AMACS PROCESS TOWER INTERNALS,12,33
2022,AMITECH SOLUTIONS INC,55,54
2022,AMITI CONSULTING INC,22,54
2022,AMITY REHAB SERVICES LLC,55,62
2022,AMITY SOLUTIONS INC,65,54
2022,AMIYA HOSPITALITY LLC,44,72
2022,AMK AUTO PARTS SALES & SERVICE INC,2,54
2022,AMKO SOFTWARE SOLUTIONS INC,18,54
2022,AMKOM DESIGN GROUP INC,3,33
2022,AMKOR TECHNOLOGY INC,16,33
2022,AML RIGHTSOURCE LLC,6,54
2022,AMLOGIC CA CO INC,11,33
2022,AMLOGIX INC,17,99
2022,AMNEAL PHARMACEUTICALS LLC,29,32
2022,AMNESTY INTERNATIONAL OF THE USA INC,15,81
2022,AMOBEE INC,41,54
2022,AMOGY INC,26,33
2022,AMONGIT INC,41,54
2022,AMOR SYSTEMS LLC,17,54
2022,AMOREPACIFIC US INC,10,32
2022,AMORIM CORK COMPOSITES INC,14,32
2022,AMORPHOLOGY INC,5,54
2022,AMOS CHEMICALS INC,36,32
2022,AMOS JONES LAW FIRM,36,54
2022,AMOUNT INC,98,54
2022,AMOUNT SMALL BUSINESS LLC FKA LINEAR FINANCIAL TECHNOLOGIES LLC,28,52
2022,AMP PAYROLL LLC,3,22
2022,AMP SOLUTIONS LLC,55,54
2022,AMPCUS INC,18,54
2022,AMPEL INC,11,54
2022,AMPERE COMPUTING EMPLOYER LLC,7,33
2022,AMPERE COMPUTING LLC,85,33
2022,AMPERICON INC,41,54
2022,AMPERITY INC,7,54
2022,AMPHASTAR PHARMACEUTICALS INC,9,32
2022,"AMPHENOL ANTENNA SOLUTIONS, INC.",1,23
2022,AMPHENOL TCS-A DIV OF AMPHENOL COR,80,33
2022,AMPHENOL TECVOX LLC,56,54
2022,AMPHION FLOBAL INC,8,54
2022,AMPHION GLOBAL INC,14,54
2022,AMPION PBC,19,22
2022,AMPIRICAL SERVICES INC,37,54
2022,AMPLE IT SERVICES LLC,18,54
2022,AMPLIFAI SOLUTIONS INC,80,51
2022,AMPLIFY CONSULTING PARTNERS INC,179,54
2022,AMPLIFY EDUCATION INC,60,54
2022,AMPLIO AI INC,5,54
2022,AMPLIO SUPPLY CHAIN INC,16,54
2022,AMPLITUDE INC,16,54
2022,AMPLY POWER INC,7,33
2022,AMPRIUS TECHNOLOGIES INC,3,33
2022,AMPSIGHT,11,51
2022,AMPTEK INC,30,33
2022,AMROCK LLC,53,54
2022,AMROS INC,4,42
2022,AMS OSRAM AUTOMOTIVE LIGHTING SYSS,32,33
2022,AMS PRIMARY MEDICAL CARE HOUSE CALLS PC,7,62
2022,AMS TRADE LLP,5,54
2022,AMSAL INC D B A TECH CHIEFS GROUP INC,45,54
2022,AMSIN LLC,249,51
2022,AMSIVE LLC,3,54
2022,AMSOFT CORP,66,54
2022,AMSPEC LLC,37,54
2022,AMSTER ROTHSTEIN EBENSTEIN LLP,7,54
2022,AMSYS INNOVATIVE SOLUTIONS LLC,4,54
2022,AMSYS INTERNATIONAL INC BYTESOFT GLOBAL,24,54
2022,AMT SERVICES INC,27,54
2022,AMTEX SYSTEMS INC,34,54
2022,AMTRUST FINANCIAL SERVICES INC,18,52
2022,AMUNIX PHARMACEUTICALS INC,11,54
2022,AMWARE FULFILLMENT LLC,53,48
2022,AMYNTA AGENCY INC DBA AMYNTA GROUP,18,52
2022,AMYRIS,39,54
2022,AMZETTA TECHNOLOGIES LLC,3,54
2022,AMZUR TECHNOLOGIES INC,29,54
2022,AN BIOTECH LLC,18,54
2022,AN FOUNDATION,4,81
2022,AN PHAT INTERNATIONAL INC,76,32
2022,ANA DATA CONSULTING INC,36,54
2022,ANABAPTIST MENNONITE BIBLICAL SEMINARY,49,61
2022,ANACAPA ARCHITECTURE,35,54
2022,ANACONDA INC,90,54
2022,ANAERGIA SERVICES LLC,16,23
2022,ANAGENEX INC,12,54
2022,ANAGH TECHNOLOGIES INC,30,54
2022,ANAGHA SOLUTIONS INC,20,54
2022,ANAGHA TECH LLC,47,54
2022,ANAGRAM INC,15,54
2022,ANAHEIM DISCOVERY CHRISTIAN SCH,73,61
2022,ANALOG BITS INC,34,54
2022,ANALOG DEVICES INC,184,33
2022,ANALOG INFERENCE INC,43,33
2022,ANALOGIC CORPORATION,17,54
2022,ANALYIT,14,54
2022,ANALYSIS & SOLUTIONS CONSULTANTS,12,54
2022,ANALYSIS GROUP INC,79,54
2022,ANALYTIC ERA LLC,27,54
2022,ANALYTIC PARTNERS INC,35,54
2022,ANALYTIC VIZION INC,30,54
2022,ANALYTICAL PROCESS LABORATORIES IN,16,54
2022,ANALYTICS9 SOLUTIONS INC D B A AI9,182,54
2022,ANALYTIK JENA US LLC,37,33
2022,ANALYTIQS INC,18,54
2022,ANAMATICS LLC,79,54
2022,ANAMNESIS CORPORATION,14,33
2022,ANAND SYSTEMS INC,197,54
2022,ANAPLAN INC,71,54
2022,ANAQUA INC,14,54
2022,ANAVURE INC,9,54
2022,ANAYA TECHNOLOGIES INC,29,54
2022,ANB SYSTEMS INC,73,54
2022,ANCESTRY COM OPERATIONS INC,72,51
2022,ANCHOR HOMES LLC,3,99
2022,ANCHOR LABS INC DBA ANCHORAGE DIGITAL,58,54
2022,ANCHOR QEA LLC,5,54
2022,ANCHOR WORLDWIDE LLC,25,54
2022,ANCHORAGE CAPITAL GROUP LLC,27,52
2022,ANCHORAGE COMMUNITY MENTAL HEALTH,207,62
2022,ANCHORAGE SCHOOL DISTRICT,28,61
2022,ANCILE INC,23,54
2022,ANCORE INC,6,54
2022,ANCORE LLC,8,54
2022,ANCRA INTERNATIONAL LLC,13,48
2022,ANDALE LLC,313,99
2022,ANDALUSIA PHYSICIAN SVCS LLC,12,62
2022,ANDAPT LLC,13,33
2022,ANDELA INC,14,61
2022,ANDERSEN CONSTRUCTION COMPANY LLC,5,23
2022,ANDERSEN CORPORATION,17,32
2022,ANDERSON AND ASSOCIATES LLP,60,54
2022,ANDERSON ANDERSON INC.,9,54
2022,ANDERSON BROS PHARMACY,189,44
2022,ANDERSON CENTER FOR AUTISM,12,61
2022,ANDERSON ECONOMIC GROUP LLC,36,54
2022,ANDERSON INDUSTRIAL ENGINES COMPANY INC,11,42
2022,ANDERTON CASTINGS LLC,4,33
2022,ANDHUS TECHNOLOGIES INC,31,54
2022,ANDIAMO CONSULTING LLC,2,56
2022,ANDORHEALTH LLC,15,54
2022,ANDOVER MANAGEMENT GROUP KENTUCKY,4,53
2022,ANDOVER PROPERTIES LLC,9,52
2022,ANDRE GLOBAL INC,10,54
2022,ANDRE HERRERO ARCHITECTS PC,27,54
2022,ANDREA ARENCIBIA MOORE LLC,3,53
2022,ANDREW BERMAN ARCHITECT PLLC,10,54
2022,ANDREW C CHEN DBA TECTONICS,23,54
2022,ANDREW J BAROVICK PC,71,54
2022,ANDREW L PETTIT ARCHITECT,48,54
2022,ANDREW M JORDAN INC DBA A & B CONS,39,54
2022,ANDREW REINGOLD DMD PC,9,62
2022,ANDREWS COUNTY HOSPITAL DISTRICT,39,62
2022,ANDREWS OSBORNE ACADEMY,39,61
2022,ANDREWS TOOL COMPANY,18,54
2022,ANDREWS UNIV,30,61
2022,ANDRITZ FABRICS AND ROLLS INC,1,54
2022,ANDRITZ HYDRO CORP,8,42
2022,ANDRITZ SEPARATION INC,47,42
2022,ANDRO COMPUTATIONAL SOLUTIONS LLC,8,54
2022,ANDROID INDUSTRIES LLC,11,33
2022,ANDROMEDA 360 INC,13,54
2022,ANDROMEDA ADVANTAGE INC,28,54
2022,ANDROPOGON ASSOCIATES LTD,3,54
2022,ANECDOTES INC,7,51
2022,ANER GROUP INC,38,54
2022,ANERI JEWELS LLC DBA LAXMI DIAMOND NY SUMIT DIAMOND,37,42
2022,ANESTA LLC,8,32
2022,ANESTHESIA SPECIALISTS OF BETHLEHEM P C,9,62
2022,ANESTHESIA SPECIALISTS OF WARREN L,51,62
2022,ANESTHESIOLOGISTS OF GREATER ORLANDO INC,81,62
2022,ANG INFOTECH LLC,34,54
2022,ANGAD CORPORATION DBA WORKSPAN,56,54
2022,ANGEL HEART & SOUL DENTISTRY PLLC,5,62
2022,ANGEL OAK CAPITAL ADVISORS LLC,8,52
2022,ANGEL OAK COMPANIES LLC,11,52
2022,ANGELES CONTRACTOR INC,7,23
2022,ANGELES DEL SOL ADHC LLC,5,62
2022,ANGELO GORDON CO LP,13,52
2022,ANGELO STATE UNIVERSITY,31,61
2022,ANGELS HEART ASSISTED LIVING HOME,24,62
2022,ANGELUS BLOCK CO INC,27,32
2022,ANGIES LIST INC DBA ANGI,12,54
2022,ANGLEPOINT GROUP INC,122,54
2022,ANGLIN REICHMANN ARMSTRONG P C,10,54
2022,ANGORA VETERINARY INC,34,54
2022,ANGUIL ENVIRONMENTAL SYSTEMS INC,9,54
2022,ANGUS GENETICS INC,272,54
2022,ANHEART THERAPEUTICS INC,478,32
2022,ANHEUSER BUSCH INBEV SERVICES LLC,35,31
2022,ANHEUSER BUSCH LLC,32,31
2022,ANI CPA INC,9,54
2022,ANICA INC,10,54
2022,ANID INFOSOFT LLC,415,54
2022,ANIKA SYSTEMS INC,73,54
2022,ANIKA THERAPEUTICS INC,46,33
2022,ANIKA WIRELESS INC,43,44
2022,ANIMA VET GRP INC DBA ARK PET HOSP,17,54
2022,ANIMAL CARE CLINIC INC,51,54
2022,ANIMAL HOSP OF HODGES & SAN PABLO,16,54
2022,ANIMAL HOSPITAL OF MORRIS PARK PC,13,54
